"county","tract","bg","cbsa","pop10","afact"
"County code","Tract","Block group","CBSA (current)","Population (2010)","bg to cbsa allocation factor"
"18095","0112.00","1","26900",952,1 
"18095","0112.00","2","26900",2495,1 
"18095","0112.00","3","26900",2800,1 
"18095","0113.00","1","26900",1533,1 
"18095","0113.00","2","26900",1118,1 
"18095","0114.00","1","26900",954,1 
"18095","0114.00","2","26900",1054,1 
"18095","0114.00","3","26900",1884,1 
"18095","0115.01","1","26900",2067,1 
"18095","0115.01","2","26900",1182,1 
"18095","0115.01","3","26900",1391,1 
"18095","0115.02","1","26900",1580,1 
"18095","0115.02","2","26900",1130,1 
"18095","0115.02","3","26900",1355,1 
"18095","0116.00","1","26900",3417,1 
"18095","0117.00","1","26900",1636,1 
"18095","0117.00","2","26900",938,1 
"18095","0118.00","1","26900",4127,1 
"18095","0118.00","2","26900",2009,1 
"18095","0118.00","3","26900",1401,1 
"18095","0119.00","1","26900",800,1 
"18095","0119.00","2","26900",775,1 
"18095","0120.00","1","26900",851,1 
"18095","0120.00","2","26900",1058,1 
"18095","0120.00","3","26900",1119,1 
"18097","3101.03","1","26900",1962,1 
"18097","3101.03","2","26900",735,1 
"18097","3101.03","3","26900",1823,1 
"18097","3101.03","4","26900",2576,1 
"18097","3101.04","1","26900",1073,1 
"18097","3101.04","2","26900",750,1 
"18097","3101.04","3","26900",1713,1 
"18097","3101.05","1","26900",792,1 
"18097","3101.05","2","26900",2739,1 
"18097","3101.06","1","26900",2485,1 
"18097","3101.06","2","26900",1333,1 
"18097","3101.08","1","26900",1598,1 
"18097","3101.08","2","26900",1657,1 
"18097","3101.10","1","26900",885,1 
"18097","3101.10","2","26900",1996,1 
"18097","3101.11","1","26900",1485,1 
"18097","3101.11","2","26900",2067,1 
"18097","3102.01","1","26900",1019,1 
"18097","3102.01","2","26900",2911,1 
"18097","3102.03","1","26900",2289,1 
"18097","3102.03","2","26900",2296,1 
"18097","3102.03","3","26900",1032,1 
"18097","3102.04","1","26900",2323,1 
"18097","3102.04","2","26900",1032,1 
"18097","3102.04","3","26900",1974,1 
"18097","3103.05","1","26900",2574,1 
"18097","3103.05","2","26900",2612,1 
"18097","3103.05","3","26900",1371,1 
"18097","3103.06","1","26900",966,1 
"18097","3103.06","2","26900",2729,1 
"18097","3103.06","3","26900",2452,1 
"18097","3103.08","1","26900",1715,1 
"18097","3103.08","2","26900",1748,1 
"18097","3103.09","1","26900",1010,1 
"18097","3103.09","2","26900",2280,1 
"18097","3103.10","1","26900",2718,1 
"18097","3103.10","2","26900",1721,1 
"18097","3103.11","1","26900",1653,1 
"18097","3103.11","2","26900",1399,1 
"18097","3103.11","3","26900",2172,1 
"18097","3103.12","1","26900",1776,1 
"18097","3103.12","2","26900",2054,1 
"18097","3103.12","3","26900",2400,1 
"18097","3201.05","1","26900",2119,1 
"18097","3201.05","2","26900",2210,1 
"18097","3201.06","1","26900",1559,1 
"18097","3201.06","2","26900",1029,1 
"18097","3201.07","1","26900",629,1 
"18097","3201.07","2","26900",896,1 
"18097","3201.08","1","26900",1198,1 
"18097","3201.08","2","26900",1767,1 
"18097","3201.08","3","26900",2331,1 
"18097","3201.09","1","26900",1200,1 
"18097","3201.09","2","26900",1297,1 
"18097","3202.02","1","26900",1348,1 
"18097","3202.02","2","26900",1344,1 
"18097","3202.02","3","26900",1203,1 
"18097","3202.03","1","26900",1994,1 
"18097","3202.03","2","26900",1010,1 
"18097","3202.04","1","26900",2705,1 
"18097","3202.04","2","26900",1585,1 
"18097","3202.04","3","26900",1084,1 
"18097","3203.01","1","26900",1314,1 
"18097","3203.01","2","26900",1422,1 
"18097","3203.01","3","26900",646,1 
"18097","3203.03","1","26900",2052,1 
"18097","3203.03","2","26900",1281,1 
"18097","3203.04","1","26900",1758,1 
"18097","3203.04","2","26900",1362,1 
"18097","3203.04","3","26900",1991,1 
"18097","3203.04","4","26900",1372,1 
"18097","3204.00","1","26900",1235,1 
"18097","3204.00","2","26900",2060,1 
"18097","3205.00","1","26900",2105,1 
"18097","3205.00","2","26900",1103,1 
"18097","3206.00","1","26900",1326,1 
"18097","3206.00","2","26900",1259,1 
"18097","3207.00","1","26900",1972,1 
"18097","3208.00","1","26900",818,1 
"18097","3208.00","2","26900",879,1 
"18097","3208.00","3","26900",1251,1 
"18097","3209.01","1","26900",1249,1 
"18097","3209.01","2","26900",1353,1 
"18097","3209.01","3","26900",1954,1 
"18097","3209.01","4","26900",1262,1 
"18097","3209.02","1","26900",1759,1 
"18097","3209.02","2","26900",2609,1 
"18097","3209.03","1","26900",1901,1 
"18097","3209.03","2","26900",1263,1 
"18097","3209.03","3","26900",1725,1 
"18097","3210.01","1","26900",1430,1 
"18097","3210.01","2","26900",1220,1 
"18097","3210.02","1","26900",925,1 
"18097","3210.02","2","26900",2433,1 
"18097","3210.02","3","26900",1056,1 
"18097","3211.00","1","26900",1019,1 
"18097","3211.00","2","26900",993,1 
"18097","3211.00","3","26900",664,1 
"18097","3211.00","4","26900",948,1 
"18097","3212.00","1","26900",1434,1 
"18097","3212.00","2","26900",1340,1 
"18097","3212.00","3","26900",992,1 
"18097","3212.00","4","26900",917,1 
"18097","3213.00","1","26900",1069,1 
"18097","3213.00","2","26900",1279,1 
"18097","3214.00","1","26900",694,1 
"18097","3214.00","2","26900",1874,1 
"18097","3214.00","3","26900",831,1 
"18097","3214.00","4","26900",1731,1 
"18097","3216.00","1","26900",2261,1 
"18097","3216.00","2","26900",967,1 
"18097","3216.00","3","26900",1326,1 
"18097","3217.00","1","26900",741,1 
"18097","3217.00","2","26900",1009,1 
"18097","3217.00","3","26900",1320,1 
"18097","3217.00","4","26900",1087,1 
"18097","3218.00","1","26900",883,1 
"18097","3218.00","2","26900",867,1 
"18097","3218.00","3","26900",684,1 
"18097","3218.00","4","26900",1116,1 
"18097","3219.00","1","26900",1009,1 
"18097","3219.00","2","26900",2238,1 
"18097","3219.00","3","26900",881,1 
"18097","3219.00","4","26900",1733,1 
"18097","3220.00","1","26900",952,1 
"18097","3220.00","2","26900",1432,1 
"18097","3220.00","3","26900",865,1 
"18097","3221.00","1","26900",916,1 
"18097","3221.00","2","26900",941,1 
"18097","3221.00","3","26900",725,1 
"18097","3222.00","1","26900",851,1 
"18097","3222.00","2","26900",1204,1 
"18097","3223.00","1","26900",897,1 
"18097","3223.00","2","26900",814,1 
"18097","3223.00","3","26900",751,1 
"18097","3224.00","1","26900",692,1 
"18097","3224.00","2","26900",1183,1 
"18097","3224.00","3","26900",867,1 
"18097","3225.00","1","26900",657,1 
"18097","3225.00","2","26900",896,1 
"18097","3226.00","1","26900",474,1 
"18097","3226.00","2","26900",1122,1 
"18097","3226.00","3","26900",1009,1 
"18097","3226.00","4","26900",654,1 
"18097","3227.00","1","26900",894,1 
"18097","3227.00","2","26900",852,1 
"18097","3227.00","3","26900",641,1 
"18097","3301.03","1","26900",1872,1 
"18097","3301.03","2","26900",1450,1 
"18097","3301.03","3","26900",1534,1 
"18097","3301.05","1","26900",2156,1 
"18097","3301.05","2","26900",1190,1 
"18097","3301.05","3","26900",1569,1 
"18097","3301.06","1","26900",1930,1 
"18097","3301.06","2","26900",839,1 
"18097","3301.06","3","26900",1740,1 
"18097","3301.07","1","26900",1745,1 
"18097","3301.07","2","26900",1326,1 
"18097","3301.07","3","26900",1095,1 
"18097","3301.07","4","26900",1637,1 
"18097","3301.08","1","26900",2594,1 
"18097","3301.08","2","26900",1280,1 
"18097","3301.09","1","26900",1685,1 
"18097","3301.09","2","26900",2032,1 
"18097","3301.09","3","26900",1346,1 
"18097","3302.02","1","26900",2905,1 
"18097","3302.02","2","26900",5394,1 
"18097","3302.02","3","26900",1349,1 
"18097","3302.03","1","26900",1857,1 
"18097","3302.03","2","26900",2552,1 
"18097","3302.03","3","26900",1192,1 
"18097","3302.04","1","26900",2223,1 
"18097","3302.04","2","26900",2258,1 
"18097","3302.04","3","26900",1516,1 
"18097","3302.06","1","26900",3613,1 
"18097","3302.06","2","26900",1429,1 
"18097","3302.08","1","26900",875,1 
"18097","3302.08","2","26900",2041,1 
"18097","3302.09","1","26900",3862,1 
"18097","3302.09","2","26900",2182,1 
"18097","3302.09","3","26900",1511,1 
"18097","3302.09","4","26900",1263,1 
"18097","3304.01","1","26900",2238,1 
"18097","3304.01","2","26900",1395,1 
"18097","3304.01","3","26900",2144,1 
"18097","3305.00","1","26900",2352,1 
"18097","3305.00","2","26900",1281,1 
"18097","3305.00","3","26900",1164,1 
"18097","3305.00","4","26900",1058,1 
"18097","3306.00","1","26900",900,1 
"18097","3306.00","2","26900",1382,1 
"18097","3306.00","3","26900",680,1 
"18097","3306.00","4","26900",2288,1 
"18097","3307.00","1","26900",2100,1 
"18097","3307.00","2","26900",1627,1 
"18097","3307.00","3","26900",2206,1 
"18097","3308.03","1","26900",1189,1 
"18097","3308.03","2","26900",1390,1 
"18097","3308.03","3","26900",1470,1 
"18097","3308.04","1","26900",1532,1 
"18097","3308.04","2","26900",1971,1 
"18097","3308.05","1","26900",685,1 
"18097","3308.05","2","26900",671,1 
"18097","3308.05","3","26900",1700,1 
"18097","3308.06","1","26900",2159,1 
"18097","3308.06","2","26900",1847,1 
"18097","3309.00","1","26900",1689,1 
"18097","3309.00","2","26900",624,1 
"18097","3309.00","3","26900",973,1 
"18097","3309.00","4","26900",1854,1 
"18097","3310.00","1","26900",646,1 
"18097","3310.00","2","26900",851,1 
"18097","3310.00","3","26900",688,1 
"18097","3310.00","4","26900",967,1 
"18097","3310.00","5","26900",1086,1 
"18097","3401.01","1","26900",1390,1 
"18097","3401.01","2","26900",1449,1 
"18097","3401.01","3","26900",1052,1 
"18097","3401.02","1","26900",1265,1 
"18097","3401.02","2","26900",2828,1 
"18097","3401.08","1","26900",807,1 
"18097","3401.08","2","26900",1725,1 
"18097","3401.09","1","26900",1378,1 
"18097","3401.10","1","26900",1439,1 
"18097","3401.10","2","26900",1181,1 
"18097","3401.10","3","26900",2016,1 
"18097","3401.11","1","26900",1524,1 
"18097","3401.11","2","26900",2056,1 
"18097","3401.12","1","26900",924,1 
"18097","3401.12","2","26900",2191,1 
"18097","3401.12","3","26900",1763,1 
"18097","3401.13","1","26900",2525,1 
"18097","3401.13","2","26900",1452,1 
"18097","3401.14","1","26900",2840,1 
"18097","3401.14","2","26900",1276,1 
"18097","3402.01","1","26900",1022,1 
"18097","3402.01","2","26900",2149,1 
"18097","3402.02","1","26900",1376,1 
"18097","3402.02","2","26900",742,1 
"18097","3402.02","3","26900",1538,1 
"18097","3403.00","1","26900",950,1 
"18097","3403.00","2","26900",1307,1 
"18097","3403.00","3","26900",1864,1 
"18097","3403.00","4","26900",1580,1 
"18097","3403.00","5","26900",1787,1 
"18097","3404.00","1","26900",1295,1 
"18097","3404.00","2","26900",1161,1 
"18097","3404.00","3","26900",1158,1 
"18097","3405.00","1","26900",1248,1 
"18097","3405.00","2","26900",1864,1 
"18097","3405.00","3","26900",1416,1 
"18097","3406.00","1","26900",1587,1 
"18097","3406.00","2","26900",645,1 
"18097","3406.00","3","26900",775,1 
"18097","3406.00","4","26900",713,1 
"18097","3406.00","5","26900",1109,1 
"18097","3407.00","1","26900",1574,1 
"18097","3407.00","2","26900",614,1 
"18097","3407.00","3","26900",1705,1 
"18097","3408.00","1","26900",1063,1 
"18097","3408.00","2","26900",687,1 
"18097","3409.01","1","26900",2514,1 
"18097","3409.01","2","26900",1249,1 
"18097","3409.02","1","26900",2035,1 
"18097","3409.02","2","26900",1155,1 
"18097","3409.02","3","26900",2188,1 
"18097","3409.02","4","26900",1032,1 
"18097","3410.00","1","26900",618,1 
"18097","3410.00","2","26900",1225,1 
"18097","3411.00","1","26900",676,1 
"18097","3411.00","2","26900",699,1 
"18097","3411.00","3","26900",710,1 
"18097","3412.00","1","26900",587,1 
"18097","3412.00","2","26900",969,1 
"18097","3412.00","3","26900",595,1 
"18097","3416.00","1","26900",962,1 
"18097","3416.00","2","26900",1127,1 
"18097","3417.00","1","26900",1283,1 
"18097","3417.00","2","26900",1648,1 
"18097","3417.00","3","26900",549,1 
"18097","3417.00","4","26900",1306,1 
"18097","3419.02","1","26900",2569,1 
"18097","3419.02","2","26900",1049,1 
"18097","3419.03","1","26900",2298,1 
"18097","3419.03","2","26900",930,1 
"18097","3419.03","3","26900",2234,1 
"18097","3419.04","1","26900",2357,1 
"18097","3420.00","1","26900",1361,1 
"18097","3420.00","2","26900",5278,1 
"18097","3421.01","1","26900",3210,1 
"18097","3421.01","2","26900",1782,1 
"18097","3422.00","1","26900",1301,1 
"18097","3422.00","2","26900",1754,1 
"18097","3422.00","3","26900",2208,1 
"18097","3423.00","1","26900",2260,1 
"18097","3423.00","2","26900",1933,1 
"18097","3423.00","3","26900",2278,1 
"18097","3424.00","1","26900",1608,1 
"18097","3425.00","1","26900",606,1 
"18097","3425.00","2","26900",848,1 
"18097","3425.00","3","26900",930,1 
"18097","3425.00","4","26900",874,1 
"18097","3425.00","5","26900",1441,1 
"18097","3426.00","1","26900",749,1 
"18097","3426.00","2","26900",585,1 
"18097","3426.00","3","26900",606,1 
"18097","3426.00","4","26900",892,1 
"18097","3426.00","5","26900",586,1 
"18097","3501.00","1","26900",836,1 
"18097","3501.00","2","26900",474,1 
"18097","3503.00","1","26900",628,1 
"18097","3503.00","2","26900",787,1 
"18097","3503.00","3","26900",544,1 
"18097","3504.00","1","26900",787,1 
"18097","3504.00","2","26900",611,1 
"18097","3504.00","3","26900",1181,1 
"18097","3505.00","1","26900",518,1 
"18097","3505.00","2","26900",887,1 
"18097","3505.00","3","26900",731,1 
"18097","3506.00","1","26900",833,1 
"18097","3506.00","2","26900",982,1 
"18097","3506.00","3","26900",949,1 
"18097","3506.00","4","26900",992,1 
"18097","3506.00","5","26900",884,1 
"18097","3507.00","1","26900",840,1 
"18097","3507.00","2","26900",648,1 
"18097","3508.00","1","26900",982,1 
"18097","3508.00","2","26900",1018,1 
"18097","3509.00","1","26900",644,1 
"18097","3509.00","2","26900",732,1 
"18097","3510.00","1","26900",655,1 
"18097","3510.00","2","26900",958,1 
"18097","3510.00","3","26900",746,1 
"18097","3512.00","1","26900",917,1 
"18097","3512.00","2","26900",1382,1 
"18097","3515.00","1","26900",770,1 
"18097","3515.00","2","26900",778,1 
"18097","3515.00","3","26900",316,1 
"18097","3516.00","1","26900",1308,1 
"18097","3516.00","2","26900",681,1 
"18097","3517.00","1","26900",557,1 
"18097","3517.00","2","26900",1172,1 
"18097","3517.00","3","26900",550,1 
"18097","3519.00","1","26900",624,1 
"18097","3519.00","2","26900",634,1 
"18097","3519.00","3","26900",1034,1 
"18097","3521.00","1","26900",622,1 
"18097","3521.00","2","26900",877,1 
"18097","3521.00","3","26900",554,1 
"18097","3523.00","1","26900",824,1 
"18097","3523.00","2","26900",653,1 
"18097","3524.00","1","26900",632,1 
"18097","3524.00","2","26900",1624,1 
"18097","3524.00","3","26900",673,1 
"18097","3525.00","1","26900",547,1 
"18097","3525.00","2","26900",1131,1 
"18097","3525.00","3","26900",577,1 
"18097","3525.00","4","26900",738,1 
"18097","3526.00","1","26900",574,1 
"18097","3526.00","2","26900",1034,1 
"18097","3526.00","3","26900",639,1 
"18097","3526.00","4","26900",670,1 
"18097","3526.00","5","26900",422,1 
"18097","3527.00","1","26900",902,1 
"18097","3527.00","2","26900",1515,1 
"18097","3528.00","1","26900",1125,1 
"18097","3533.00","1","26900",631,1 
"18097","3533.00","2","26900",920,1 
"18097","3533.00","3","26900",943,1 
"18097","3535.00","1","26900",1096,1 
"18097","3535.00","2","26900",767,1 
"18097","3536.00","1","26900",461,1 
"18097","3536.00","2","26900",362,1 
"18097","3536.00","3","26900",762,1 
"18097","3536.00","4","26900",527,1 
"18097","3542.00","1","26900",799,1 
"18097","3542.00","2","26900",1313,1 
"18097","3542.00","3","26900",3679,1 
"18097","3544.00","1","26900",1333,1 
"18097","3545.00","1","26900",689,1 
"18097","3545.00","2","26900",1860,1 
"18097","3547.00","1","26900",785,1 
"18097","3547.00","2","26900",646,1 
"18097","3548.00","1","26900",773,1 
"18097","3548.00","2","26900",397,1 
"18097","3548.00","3","26900",434,1 
"18097","3549.00","1","26900",1256,1 
"18097","3549.00","2","26900",1220,1 
"18097","3550.00","1","26900",516,1 
"18097","3550.00","2","26900",702,1 
"18097","3550.00","3","26900",978,1 
"18097","3551.00","1","26900",564,1 
"18097","3551.00","2","26900",798,1 
"18097","3551.00","3","26900",623,1 
"18097","3553.00","1","26900",1115,1 
"18097","3553.00","2","26900",1463,1 
"18097","3554.00","1","26900",797,1 
"18097","3554.00","2","26900",865,1 
"18097","3554.00","3","26900",1246,1 
"18097","3555.00","1","26900",798,1 
"18097","3555.00","2","26900",1831,1 
"18097","3555.00","3","26900",940,1 
"18097","3556.00","1","26900",1998,1 
"18097","3557.00","1","26900",1083,1 
"18097","3557.00","2","26900",675,1 
"18097","3557.00","3","26900",987,1 
"18097","3559.00","1","26900",625,1 
"18097","3559.00","2","26900",529,1 
"18097","3559.00","3","26900",827,1 
"18097","3559.00","4","26900",552,1 
"18097","3562.00","1","26900",838,1 
"18097","3562.00","2","26900",1316,1 
"18097","3564.00","1","26900",1245,1 
"18097","3564.00","2","26900",1516,1 
"18097","3564.00","3","26900",973,1 
"18097","3569.00","1","26900",771,1 
"18097","3569.00","2","26900",506,1 
"18097","3569.00","3","26900",639,1 
"18097","3569.00","4","26900",690,1 
"18097","3570.00","1","26900",532,1 
"18097","3570.00","2","26900",899,1 
"18097","3570.00","3","26900",849,1 
"18097","3570.00","4","26900",491,1 
"18097","3571.00","1","26900",639,1 
"18097","3571.00","2","26900",587,1 
"18097","3571.00","3","26900",624,1 
"18097","3571.00","4","26900",629,1 
"18097","3572.00","1","26900",860,1 
"18097","3572.00","2","26900",671,1 
"18097","3572.00","3","26900",740,1 
"18097","3572.00","4","26900",1187,1 
"18097","3573.00","1","26900",1052,1 
"18097","3573.00","2","26900",971,1 
"18097","3574.00","1","26900",1090,1 
"18097","3574.00","2","26900",1282,1 
"18097","3574.00","3","26900",736,1 
"18097","3574.00","4","26900",1204,1 
"18097","3575.00","1","26900",1322,1 
"18097","3575.00","2","26900",961,1 
"18097","3575.00","3","26900",1191,1 
"18097","3575.00","4","26900",560,1 
"18097","3576.00","1","26900",1523,1 
"18097","3576.00","2","26900",1545,1 
"18097","3576.00","3","26900",1485,1 
"18097","3576.00","4","26900",1862,1 
"18097","3578.00","1","26900",598,1 
"18097","3578.00","2","26900",1493,1 
"18097","3579.00","1","26900",1201,1 
"18097","3579.00","2","26900",839,1 
"18097","3579.00","3","26900",1310,1 
"18097","3579.00","4","26900",670,1 
"18097","3580.00","1","26900",636,1 
"18097","3580.00","2","26900",822,1 
"18097","3581.00","1","26900",1100,1 
"18097","3581.00","2","26900",956,1 
"18097","3581.00","3","26900",765,1 
"18097","3601.01","1","26900",1284,1 
"18097","3601.01","2","26900",1200,1 
"18097","3601.02","1","26900",1506,1 
"18097","3601.02","2","26900",1208,1 
"18097","3602.01","1","26900",1602,1 
"18097","3602.01","2","26900",1307,1 
"18097","3602.01","3","26900",846,1 
"18097","3602.02","1","26900",2461,1 
"18097","3602.02","2","26900",860,1 
"18097","3603.01","1","26900",2871,1 
"18097","3603.01","2","26900",681,1 
"18097","3603.02","1","26900",1207,1 
"18097","3603.02","2","26900",1033,1 
"18097","3604.01","1","26900",958,1 
"18097","3604.01","2","26900",2565,1 
"18097","3604.01","3","26900",2277,1 
"18097","3604.02","1","26900",1862,1 
"18097","3604.04","1","26900",2188,1 
"18097","3604.04","2","26900",3037,1 
"18097","3604.04","3","26900",2287,1 
"18097","3604.05","1","26900",2483,1 
"18097","3604.05","2","26900",3466,1 
"18097","3605.01","1","26900",1375,1 
"18097","3605.01","2","26900",2707,1 
"18097","3605.01","3","26900",2300,1 
"18097","3605.02","1","26900",1741,1 
"18097","3605.02","2","26900",3314,1 
"18097","3605.02","3","26900",665,1 
"18097","3606.01","1","26900",1427,1 
"18097","3606.01","2","26900",1291,1 
"18097","3606.01","3","26900",984,1 
"18097","3606.01","4","26900",824,1 
"18097","3606.02","1","26900",1193,1 
"18097","3606.02","2","26900",1706,1 
"18097","3606.02","3","26900",1463,1 
"18097","3606.02","4","26900",1056,1 
"18097","3607.00","1","26900",698,1 
"18097","3607.00","2","26900",1163,1 
"18097","3608.00","1","26900",833,1 
"18097","3608.00","2","26900",1559,1 
"18097","3609.00","1","26900",1144,1 
"18097","3609.00","2","26900",1518,1 
"18097","3609.00","3","26900",1046,1 
"18097","3609.00","4","26900",632,1 
"18097","3609.00","5","26900",750,1 
"18097","3610.00","1","26900",1075,1 
"18097","3610.00","2","26900",1022,1 
"18097","3611.00","1","26900",826,1 
"18097","3611.00","2","26900",675,1 
"18097","3611.00","3","26900",537,1 
"18097","3611.00","4","26900",958,1 
"18097","3612.00","1","26900",759,1 
"18097","3612.00","2","26900",684,1 
"18097","3612.00","3","26900",1683,1 
"18097","3613.00","1","26900",684,1 
"18097","3613.00","2","26900",714,1 
"18097","3613.00","3","26900",868,1 
"18097","3614.00","1","26900",1562,1 
"18097","3614.00","2","26900",3436,1 
"18097","3614.00","3","26900",2852,1 
"18097","3614.00","4","26900",1085,1 
"18097","3614.00","5","26900",1461,1 
"18097","3616.00","1","26900",5257,1 
"18097","3616.00","2","26900",2717,1 
"18097","3702.01","1","26900",980,1 
"18097","3702.01","2","26900",697,1 
"18097","3702.01","3","26900",335,1 
"18097","3702.01","4","26900",2349,1 
"18097","3702.02","1","26900",1123,1 
"18097","3702.02","2","26900",826,1 
"18097","3702.02","3","26900",1878,1 
"18097","3702.02","4","26900",3142,1 
"18097","3703.01","1","26900",6366,1 
"18097","3703.01","2","26900",2147,1 
"18097","3703.02","1","26900",3272,1 
"18097","3703.02","2","26900",2639,1 
"18097","3703.02","3","26900",2565,1 
"18097","3801.00","1","26900",3383,1 
"18097","3801.00","2","26900",3203,1 
"18097","3801.00","3","26900",9908,1 
"18097","3802.00","1","26900",1139,1 
"18097","3802.00","2","26900",763,1 
"18097","3802.00","3","26900",1226,1 
"18097","3803.00","1","26900",888,1 
"18097","3803.00","2","26900",765,1 
"18097","3803.00","3","26900",1428,1 
"18097","3803.00","4","26900",1304,1 
"18097","3803.00","5","26900",1657,1 
"18097","3804.02","1","26900",1509,1 
"18097","3804.02","2","26900",1186,1 
"18097","3804.02","3","26900",1909,1 
"18097","3804.03","1","26900",1224,1 
"18097","3804.03","2","26900",1130,1 
"18097","3804.03","3","26900",828,1 
"18097","3804.03","4","26900",578,1 
"18097","3804.04","1","26900",1457,1 
"18097","3804.04","2","26900",1225,1 
"18097","3804.04","3","26900",1491,1 
"18097","3805.01","1","26900",956,1 
"18097","3805.01","2","26900",1560,1 
"18097","3805.02","1","26900",1306,1 
"18097","3805.02","2","26900",1183,1 
"18097","3805.02","3","26900",1746,1 
"18097","3806.00","1","26900",2487,1 
"18097","3806.00","2","26900",994,1 
"18097","3806.00","3","26900",1762,1 
"18097","3807.00","1","26900",2158,1 
"18097","3807.00","2","26900",1422,1 
"18097","3807.00","3","26900",1703,1 
"18097","3808.00","1","26900",1159,1 
"18097","3808.00","2","26900",809,1 
"18097","3808.00","3","26900",677,1 
"18097","3809.01","1","26900",1999,1 
"18097","3809.01","2","26900",1000,1 
"18097","3809.01","3","26900",2001,1 
"18097","3809.02","1","26900",1206,1 
"18097","3809.02","2","26900",1607,1 
"18097","3809.02","3","26900",2831,1 
"18097","3810.01","1","26900",2306,1 
"18097","3810.01","2","26900",1503,1 
"18097","3810.01","3","26900",2392,1 
"18097","3810.01","4","26900",1278,1 
"18097","3810.02","1","26900",867,1 
"18097","3810.02","2","26900",901,1 
"18097","3810.02","3","26900",1182,1 
"18097","3811.01","1","26900",2811,1 
"18097","3811.01","2","26900",2519,1 
"18097","3811.02","1","26900",1505,1 
"18097","3811.02","2","26900",1886,1 
"18097","3811.02","3","26900",2489,1 
"18097","3812.01","1","26900",2057,1 
"18097","3812.01","2","26900",1672,1 
"18097","3812.01","3","26900",1318,1 
"18097","3812.01","4","26900",1621,1 
"18097","3812.03","1","26900",1148,1 
"18097","3812.03","2","26900",1772,1 
"18097","3812.04","1","26900",745,1 
"18097","3812.04","2","26900",1720,1 
"18097","3812.04","3","26900",635,1 
"18097","3812.05","1","26900",3068,1 
"18097","3812.05","2","26900",2810,1 
"18097","3901.01","1","26900",3265,1 
"18097","3901.01","2","26900",2653,1 
"18097","3901.01","3","26900",1844,1 
"18097","3901.02","1","26900",1950,1 
"18097","3901.02","2","26900",3445,1 
"18097","3902.00","1","26900",1919,1 
"18097","3902.00","2","26900",1598,1 
"18097","3903.00","1","26900",692,1 
"18097","3903.00","2","26900",748,1 
"18097","3903.00","3","26900",4142,1 
"18097","3904.02","1","26900",5583,1 
"18097","3904.02","2","26900",2265,1 
"18097","3904.02","3","26900",4848,1 
"18097","3904.03","1","26900",4515,1 
"18097","3904.03","2","26900",5318,1 
"18097","3904.04","1","26900",2175,1 
"18097","3904.04","2","26900",1805,1 
"18097","3904.04","3","26900",1912,1 
"18097","3904.05","1","26900",1706,1 
"18097","3904.05","2","26900",2211,1 
"18097","3905.00","1","26900",661,1 
"18097","3905.00","2","26900",1544,1 
"18097","3906.00","1","26900",2485,1 
"18097","3906.00","2","26900",2113,1 
"18097","3907.00","1","26900",782,1 
"18097","3907.00","2","26900",1066,1 
"18097","3907.00","3","26900",1316,1 
"18097","3908.00","1","26900",2628,1 
"18097","3908.00","2","26900",1441,1 
"18097","3909.00","1","26900",1165,1 
"18097","3909.00","2","26900",486,1 
"18097","3909.00","3","26900",707,1 
"18097","3910.00","1","26900",1647,1 
"18097","3910.00","2","26900",1279,1 
"18097","3910.00","3","26900",1854,1 
"18099","0201.01","1","38500",1373,1 
"18099","0201.01","2","38500",1750,1 
"18099","0201.01","3","38500",1199,1 
"18099","0201.01","4","38500",1013,1 
"18099","0201.02","1","38500",2077,1 
"18099","0201.02","2","38500",892,1 
"18099","0201.02","3","38500",703,1 
"18099","0202.01","1","38500",2534,1 
"18099","0202.01","2","38500",952,1 
"18099","0202.01","3","38500",730,1 
"18099","0202.02","1","38500",1207,1 
"18099","0202.02","2","38500",523,1 
"18099","0202.02","3","38500",1094,1 
"18099","0203.01","1","38500",652,1 
"18099","0203.01","2","38500",1058,1 
"18099","0203.01","3","38500",1095,1 
"18099","0203.01","4","38500",1203,1 
"18099","0203.02","1","38500",1219,1 
"18099","0203.02","2","38500",741,1 
"18099","0203.02","3","38500",1128,1 
"18099","0204.00","1","38500",744,1 
"18099","0204.00","2","38500",2438,1 
"18099","0205.00","1","38500",2105,1 
"18099","0205.00","2","38500",612,1 
"18099","0205.00","3","38500",799,1 
"18099","0206.00","1","38500",1299,1 
"18099","0206.00","2","38500",1552,1 
"18099","0206.00","3","38500",883,1 
"18099","0206.00","4","38500",1502,1 
"18099","0207.01","1","38500",1767,1 
"18099","0207.01","2","38500",1892,1 
"18099","0207.02","1","38500",1190,1 
"18099","0207.02","2","38500",1124,1 
"18099","0207.02","3","38500",838,1 
"18099","0208.00","1","38500",1011,1 
"18099","0208.00","2","38500",1615,1 
"18099","0208.00","3","38500",1218,1 
"18099","0208.00","4","38500",1319,1 
"18101","9501.00","1"," ",842,1 
"18101","9501.00","2"," ",896,1 
"18101","9501.00","3"," ",931,1 
"18101","9502.00","1"," ",1108,1 
"18101","9502.00","2"," ",938,1 
"18101","9502.00","3"," ",586,1 
"18101","9502.00","4"," ",1233,1 
"18101","9503.00","1"," ",1140,1 
"18101","9503.00","2"," ",969,1 
"18101","9503.00","3"," ",1691,1 
"18103","9520.00","1","37940",1010,1 
"18103","9520.00","2","37940",809,1 
"18103","9520.00","3","37940",1025,1 
"18103","9520.00","4","37940",913,1 
