"county","tract","bg","ur","pop10","afact"
"County code","Tract","Block group","Urban/rural","Population (2010)","bg to ur allocation factor"
"01001","0201.00","1","R",174,0.2493 
"01001","0201.00","1","U",524,0.7507 
"01001","0201.00","2","R",144,0.1186 
"01001","0201.00","2","U",1070,0.8814 
"01001","0202.00","1","U",1003,1 
"01001","0202.00","2","U",1167,1 
"01001","0203.00","1","U",2549,1 
"01001","0203.00","2","U",824,1 
"01001","0204.00","1","U",944,1 
"01001","0204.00","2","U",1937,1 
"01001","0204.00","3","U",935,1 
"01001","0204.00","4","U",570,1 
"01001","0205.00","1","R",4,0.0023 
"01001","0205.00","1","U",1733,0.9977 
"01001","0205.00","2","U",7023,1 
"01001","0205.00","3","U",2006,1 
"01001","0206.00","1","U",2423,1 
"01001","0206.00","2","R",73,0.0586 
"01001","0206.00","2","U",1172,0.9414 
"01001","0207.00","1","R",386,0.2164 
"01001","0207.00","1","U",1398,0.7836 
"01001","0207.00","2","U",1107,1 
"01001","0208.01","1","R",702,0.8023 
"01001","0208.01","1","U",173,0.1977 
"01001","0208.01","2","R",1760,0.7978 
"01001","0208.01","2","U",446,0.2022 
"01001","0208.02","1","R",2844,0.9996 
"01001","0208.02","1","U",1,0.0004 
"01001","0208.02","2","R",1331,0.4069 
"01001","0208.02","2","U",1940,0.5931 
"01001","0208.02","3","R",1664,1 
"01001","0208.02","4","R",1950,0.7345 
"01001","0208.02","4","U",705,0.2655 
"01001","0209.00","1","R",1272,1 
"01001","0209.00","2","R",1491,1 
"01001","0209.00","3","R",1324,1 
"01001","0209.00","4","R",1588,1 
"01001","0210.00","1","R",908,1 
"01001","0210.00","2","R",1986,1 
"01001","0211.00","1","R",1944,1 
"01001","0211.00","2","R",605,1 
"01001","0211.00","3","R",771,1 
"01003","0101.00","1","R",565,1 
"01003","0101.00","2","R",1833,1 
"01003","0101.00","3","R",1406,1 
"01003","0102.00","1","R",1601,0.9154 
"01003","0102.00","1","U",148,0.0846 
"01003","0102.00","2","R",1125,0.9757 
"01003","0102.00","2","U",28,0.0243 
"01003","0103.00","1","R",2145,0.7131 
"01003","0103.00","1","U",863,0.2869 
"01003","0103.00","2","R",2480,0.806 
"01003","0103.00","2","U",597,0.194 
"01003","0103.00","3","R",1741,1 
"01003","0104.00","1","R",784,1 
"01003","0104.00","2","R",1361,1 
"01003","0104.00","3","R",2378,0.9178 
"01003","0104.00","3","U",213,0.0822 
"01003","0105.00","1","R",23,0.016 
"01003","0105.00","1","U",1413,0.984 
"01003","0105.00","2","R",176,0.1715 
"01003","0105.00","2","U",850,0.8285 
"01003","0105.00","3","R",278,0.1958 
"01003","0105.00","3","U",1142,0.8042 
"01003","0105.00","4","R",69,0.074 
"01003","0105.00","4","U",864,0.926 
"01003","0106.00","1","R",234,0.2857 
"01003","0106.00","1","U",585,0.7143 
"01003","0106.00","2","U",858,1 
"01003","0106.00","3","R",1126,0.6833 
"01003","0106.00","3","U",522,0.3167 
"01003","0107.01","1","R",61,0.0184 
"01003","0107.01","1","U",3253,0.9816 
"01003","0107.01","2","U",2458,1 
"01003","0107.01","3","R",62,0.0479 
"01003","0107.01","3","U",1233,0.9521 
"01003","0107.01","4","R",82,0.1006 
"01003","0107.01","4","U",733,0.8994 
"01003","0107.03","1","R",2908,0.4528 
"01003","0107.03","1","U",3514,0.5472 
"01003","0107.03","2","R",1145,0.1698 
"01003","0107.03","2","U",5599,0.8302 
"01003","0107.04","1","R",3,0.0011 
"01003","0107.04","1","U",2649,0.9989 
"01003","0107.04","2","R",5,0.0021 
"01003","0107.04","2","U",2398,0.9979 
"01003","0107.05","1","R",92,0.0212 
"01003","0107.05","1","U",4252,0.9788 
"01003","0107.05","2","U",1851,1 
"01003","0107.05","3","U",2136,1 
"01003","0108.00","1","U",1702,1 
"01003","0108.00","2","U",2697,1 
"01003","0108.00","3","U",2462,1 
"01003","0109.03","1","R",122,0.0884 
"01003","0109.03","1","U",1258,0.9116 
"01003","0109.03","2","R",86,0.0493 
"01003","0109.03","2","U",1660,0.9507 
"01003","0109.03","3","R",968,0.4729 
"01003","0109.03","3","U",1079,0.5271 
"01003","0109.04","1","R",2626,1 
"01003","0109.04","2","R",1901,1 
"01003","0109.04","3","R",1926,0.8359 
"01003","0109.04","3","U",378,0.1641 
"01003","0109.05","1","R",3178,0.9358 
"01003","0109.05","1","U",218,0.0642 
"01003","0109.05","2","R",640,0.2205 
"01003","0109.05","2","U",2263,0.7795 
"01003","0109.05","3","R",782,0.4568 
"01003","0109.05","3","U",930,0.5432 
"01003","0109.06","1","R",929,0.555 
"01003","0109.06","1","U",745,0.445 
"01003","0109.06","2","R",107,0.0679 
"01003","0109.06","2","U",1470,0.9321 
"01003","0109.06","3","R",486,0.4624 
"01003","0109.06","3","U",565,0.5376 
"01003","0110.00","1","R",2038,1 
"01003","0110.00","2","R",2267,1 
"01003","0111.01","1","R",689,0.2743 
"01003","0111.01","1","U",1823,0.7257 
"01003","0111.01","2","R",724,0.3799 
"01003","0111.01","2","U",1182,0.6201 
"01003","0111.01","3","R",32,0.008 
"01003","0111.01","3","U",3947,0.992 
"01003","0111.02","1","R",2112,1 
"01003","0111.02","2","R",971,0.6057 
"01003","0111.02","2","U",632,0.3943 
"01003","0112.01","1","R",123,0.05 
"01003","0112.01","1","U",2338,0.95 
"01003","0112.01","2","U",1769,1 
"01003","0112.02","1","R",418,0.332 
"01003","0112.02","1","U",841,0.668 
"01003","0112.02","2","R",24,0.0166 
"01003","0112.02","2","U",1424,0.9834 
"01003","0112.02","3","U",1733,1 
"01003","0112.02","4","U",625,1 
"01003","0113.00","1","R",352,0.3951 
"01003","0113.00","1","U",539,0.6049 
"01003","0113.00","2","R",1484,1 
"01003","0113.00","3","R",1031,1 
"01003","0113.00","4","R",1050,0.9713 
"01003","0113.00","4","U",31,0.0287 
"01003","0114.01","1","R",1795,0.5924 
"01003","0114.01","1","U",1235,0.4076 
"01003","0114.01","2","R",567,0.613 
"01003","0114.01","2","U",358,0.387 
"01003","0114.01","3","R",1675,1 
"01003","0114.01","4","R",3017,0.9596 
"01003","0114.01","4","U",127,0.0404 
"01003","0114.01","5","R",1858,1 
"01003","0114.03","1","R",1008,0.3643 
"01003","0114.03","1","U",1759,0.6357 
"01003","0114.03","2","R",1158,0.4193 
"01003","0114.03","2","U",1604,0.5807 
"01003","0114.03","3","R",762,0.2115 
"01003","0114.03","3","U",2840,0.7885 
"01003","0114.05","1","U",2331,1 
"01003","0114.05","2","R",839,0.559 
"01003","0114.05","2","U",662,0.441 
"01003","0114.06","1","R",154,0.1243 
"01003","0114.06","1","U",1085,0.8757 
"01003","0114.06","2","R",166,0.3897 
"01003","0114.06","2","U",260,0.6103 
"01003","0114.06","3","R",782,0.4476 
"01003","0114.06","3","U",965,0.5524 
"01003","0114.07","1","R",920,0.5932 
"01003","0114.07","1","U",631,0.4068 
"01003","0114.07","2","R",142,0.1107 
"01003","0114.07","2","U",1141,0.8893 
"01003","0114.07","3","R",5,0.0025 
"01003","0114.07","3","U",1960,0.9975 
"01003","0114.08","1","R",433,1 
"01003","0115.01","1","R",1457,0.6211 
"01003","0115.01","1","U",889,0.3789 
"01003","0115.01","2","R",46,0.0472 
"01003","0115.01","2","U",928,0.9528 
"01003","0115.01","3","U",1996,1 
"01003","0115.02","1","R",125,0.0295 
"01003","0115.02","1","U",4115,0.9705 
"01003","0115.02","2","R",26,0.0197 
"01003","0115.02","2","U",1297,0.9803 
"01003","0115.02","3","R",26,0.0094 
"01003","0115.02","3","U",2727,0.9906 
"01003","0115.02","4","R",644,0.2904 
"01003","0115.02","4","U",1574,0.7096 
"01003","0116.01","1","R",1732,1 
"01003","0116.01","2","R",2124,0.9784 
"01003","0116.01","2","U",47,0.0216 
"01003","0116.01","3","R",703,1 
"01003","0116.01","4","R",1456,1 
"01003","0116.02","1","R",300,0.2104 
"01003","0116.02","1","U",1126,0.7896 
"01003","0116.02","2","R",843,0.7267 
"01003","0116.02","2","U",317,0.2733 
"01003","0116.02","3","R",818,1 
"01003","0116.02","4","R",730,0.4896 
"01003","0116.02","4","U",761,0.5104 
"01005","9501.00","1","R",471,1 
"01005","9501.00","2","R",1229,0.9808 
"01005","9501.00","2","U",24,0.0192 
"01005","9501.00","3","R",388,0.243 
"01005","9501.00","3","U",1209,0.757 
"01005","9502.00","1","R",828,1 
"01005","9502.00","2","R",2321,1 
"01005","9502.00","3","R",1115,1 
"01005","9503.00","1","R",834,1 
"01005","9503.00","2","R",804,1 
"01005","9504.00","1","R",799,1 
"01005","9504.00","2","R",2267,1 
"01005","9504.00","3","R",1237,1 
"01005","9505.00","1","R",868,0.7162 
"01005","9505.00","1","U",344,0.2838 
"01005","9505.00","2","R",1119,1 
"01005","9505.00","3","R",1087,0.9569 
"01005","9505.00","3","U",49,0.0431 
"01005","9506.00","1","U",659,1 
"01005","9506.00","2","R",1413,0.9812 
"01005","9506.00","2","U",27,0.0187 
"01005","9507.00","1","R",430,0.5915 
"01005","9507.00","1","U",297,0.4085 
"01005","9507.00","2","U",1000,1 
"01005","9508.00","1","R",151,0.189 
"01005","9508.00","1","U",648,0.811 
"01005","9508.00","2","R",637,0.5072 
"01005","9508.00","2","U",619,0.4928 
"01005","9509.00","1","R",433,0.2783 
"01005","9509.00","1","U",1123,0.7217 
"01005","9509.00","2","R",182,0.0917 
"01005","9509.00","2","U",1803,0.9083 
"01005","9509.00","3","U",1042,1 
"01007","0100.01","1","R",1825,1 
"01007","0100.01","2","R",907,1 
"01007","0100.02","1","R",2161,0.863 
"01007","0100.02","1","U",343,0.137 
"01007","0100.02","2","R",1674,0.9626 
"01007","0100.02","2","U",65,0.0374 
"01007","0100.02","3","R",463,0.2598 
"01007","0100.02","3","U",1319,0.7402 
"01007","0100.03","1","R",670,0.7571 
"01007","0100.03","1","U",215,0.2429 
"01007","0100.03","2","R",680,0.6974 
"01007","0100.03","2","U",295,0.3026 
"01007","0100.03","3","R",1703,0.9316 
"01007","0100.03","3","U",125,0.0684 
"01007","0100.03","4","R",1703,1 
"01007","0100.04","1","R",879,1 
"01007","0100.04","2","R",999,0.7879 
"01007","0100.04","2","U",269,0.2121 
"01007","0100.04","3","R",904,1 
"01007","0100.04","4","R",490,0.1571 
"01007","0100.04","4","U",2630,0.8429 
"01007","0100.04","5","R",85,0.0737 
"01007","0100.04","5","U",1068,0.9263 
"01007","0100.04","6","R",520,0.3604 
"01007","0100.04","6","U",923,0.6396 
"01009","0501.01","1","R",496,0.3792 
"01009","0501.01","1","U",812,0.6208 
"01009","0501.01","2","R",270,0.1564 
"01009","0501.01","2","U",1456,0.8436 
"01009","0501.01","3","R",1780,1 
"01009","0501.01","4","R",1269,1 
"01009","0501.01","5","R",1433,0.8073 
"01009","0501.01","5","U",342,0.1927 
"01009","0501.02","1","R",359,0.2675 
"01009","0501.02","1","U",983,0.7325 
"01009","0501.02","2","R",1636,0.6845 
"01009","0501.02","2","U",754,0.3155 
"01009","0501.02","3","R",789,0.5897 
"01009","0501.02","3","U",549,0.4103 
"01009","0501.02","4","R",1502,0.7586 
"01009","0501.02","4","U",478,0.2414 
"01009","0502.00","1","R",1851,1 
"01009","0502.00","2","R",1938,1 
"01009","0503.00","1","R",1442,1 
"01009","0503.00","2","R",1179,1 
"01009","0503.00","3","R",1335,1 
"01009","0503.00","4","R",1313,1 
"01009","0504.00","1","R",781,1 
"01009","0504.00","2","R",1627,1 
"01009","0504.00","3","R",1073,1 
"01009","0504.00","4","R",970,1 
"01009","0505.00","1","R",1072,1 
"01009","0505.00","2","R",1403,1 
"01009","0505.00","3","R",1689,1 
"01009","0505.00","4","R",868,1 
"01009","0505.00","5","R",2297,1 
"01009","0506.01","1","R",3035,1 
"01009","0506.01","2","R",887,1 
"01009","0506.02","1","R",986,1 
"01009","0506.02","2","R",2526,1 
"01009","0506.02","3","R",909,1 
"01009","0506.02","4","R",2593,1 
"01009","0506.02","5","R",1909,1 
"01009","0507.00","1","R",3122,1 
"01009","0507.00","2","R",2229,1 
"01009","0507.00","3","R",1708,0.8157 
"01009","0507.00","3","U",386,0.1843 
"01009","0507.00","4","R",1286,1 
"01011","9521.00","1","R",1434,1 
"01011","9522.00","1","R",520,0.1776 
"01011","9522.00","1","U",2408,0.8224 
"01011","9522.00","2","R",454,0.3047 
"01011","9522.00","2","U",1036,0.6953 
"01011","9522.00","3","R",821,0.3059 
"01011","9522.00","3","U",1863,0.6941 
"01011","9525.00","1","R",750,1 
"01011","9525.00","2","R",809,1 
"01011","9525.00","3","R",819,1 
"01013","9527.00","1","R",844,0.4973 
"01013","9527.00","1","U",853,0.5027 
"01013","9527.00","2","R",742,1 
"01013","9528.00","1","U",1394,1 
"01013","9529.00","1","R",782,0.9799 
"01013","9529.00","1","U",16,0.0201 
"01013","9529.00","2","R",745,0.5391 
"01013","9529.00","2","U",637,0.4609 
"01013","9530.00","1","R",729,1 
"01013","9530.00","2","R",740,1 
"01013","9531.00","1","U",1284,1 
"01013","9531.00","2","R",225,0.2289 
"01013","9531.00","2","U",758,0.7711 
"01013","9531.00","3","R",756,1 
"01013","9532.00","1","R",601,1 
"01013","9532.00","2","R",161,0.1328 
"01013","9532.00","2","U",1051,0.8672 
"01013","9532.00","3","R",1700,1 
"01013","9532.00","4","R",781,0.9595 
"01013","9532.00","4","U",33,0.0405 
"01013","9533.00","1","R",1002,1 
"01013","9533.00","2","R",772,1 
"01013","9534.00","1","R",1619,1 
"01013","9534.00","2","R",1312,1 
"01013","9535.00","1","R",1410,1 
"01015","0002.00","1","U",1226,1 
"01015","0002.00","2","U",1878,1 
"01015","0003.00","1","U",1269,1 
"01015","0003.00","2","U",1682,1 
"01015","0004.00","1","R",483,0.4427 
"01015","0004.00","1","U",608,0.5573 
"01015","0004.00","2","R",3,0.0047 
"01015","0004.00","2","U",640,0.9953 
"01015","0004.00","3","R",119,0.1104 
"01015","0004.00","3","U",959,0.8896 
"01015","0005.00","1","U",880,1 
"01015","0005.00","2","U",934,1 
"01015","0006.00","1","U",1473,1 
"01015","0006.00","2","U",718,1 
"01015","0007.00","1","R",239,0.3112 
"01015","0007.00","1","U",529,0.6888 
"01015","0007.00","2","U",1312,1 
"01015","0007.00","3","R",262,0.4126 
"01015","0007.00","3","U",373,0.5874 
"01015","0008.00","1","U",1379,1 
"01015","0009.00","1","R",546,0.6555 
"01015","0009.00","1","U",287,0.3445 
"01015","0009.00","2","U",1458,1 
"01015","0009.00","3","R",8,0.0075 
"01015","0009.00","3","U",1063,0.9925 
"01015","0010.00","1","R",201,0.1209 
"01015","0010.00","1","U",1461,0.8791 
"01015","0010.00","2","U",1535,1 
"01015","0010.00","3","U",999,1 
"01015","0010.00","4","U",1596,1 
"01015","0011.00","1","U",1854,1 
"01015","0011.00","2","U",2518,1 
"01015","0011.00","3","U",1121,1 
"01015","0011.00","4","R",505,0.4711 
"01015","0011.00","4","U",567,0.5289 
"01015","0012.01","1","U",2009,1 
"01015","0012.01","2","U",1473,1 
"01015","0012.02","1","R",139,0.0932 
"01015","0012.02","1","U",1352,0.9068 
"01015","0012.02","2","U",1038,1 
"01015","0012.02","3","R",45,0.0252 
"01015","0012.02","3","U",1744,0.9748 
"01015","0013.00","1","U",1272,1 
"01015","0013.00","2","U",939,1 
"01015","0014.00","1","R",418,0.5186 
"01015","0014.00","1","U",388,0.4814 
"01015","0014.00","2","R",534,0.5767 
"01015","0014.00","2","U",392,0.4233 
"01015","0014.00","3","R",110,0.0941 
"01015","0014.00","3","U",1059,0.9059 
"01015","0014.00","4","R",713,0.859 
"01015","0014.00","4","U",117,0.141 
"01015","0015.00","1","R",106,0.0572 
"01015","0015.00","1","U",1746,0.9428 
"01015","0015.00","2","R",1107,0.5274 
"01015","0015.00","2","U",992,0.4726 
"01015","0015.00","3","R",562,0.4507 
"01015","0015.00","3","U",685,0.5493 
"01015","0016.00","1","R",216,0.2947 
"01015","0016.00","1","U",517,0.7053 
"01015","0016.00","2","U",1156,1 
"01015","0016.00","3","U",1009,1 
"01015","0016.00","4","R",358,0.4009 
"01015","0016.00","4","U",535,0.5991 
"01015","0017.00","1","U",1924,1 
"01015","0017.00","2","R",162,0.075 
"01015","0017.00","2","U",1998,0.925 
"01015","0017.00","3","U",1475,1 
"01015","0017.00","4","U",770,1 
"01015","0018.00","1","R",681,0.5528 
"01015","0018.00","1","U",551,0.4472 
"01015","0018.00","2","R",37,0.0271 
"01015","0018.00","2","U",1326,0.9729 
"01015","0018.00","3","R",468,0.3429 
"01015","0018.00","3","U",897,0.6571 
"01015","0018.00","4","R",645,0.5713 
"01015","0018.00","4","U",484,0.4287 
"01015","0018.00","5","U",855,1 
"01015","0018.00","6","U",975,1 
"01015","0020.00","1","R",2064,0.9609 
"01015","0020.00","1","U",84,0.0391 
"01015","0020.00","2","R",1234,1 
"01015","0020.00","3","R",813,0.5431 
"01015","0020.00","3","U",684,0.4569 
"01015","0020.00","4","R",1149,1 
"01015","0020.00","5","R",819,0.6266 
"01015","0020.00","5","U",488,0.3734 
"01015","0021.01","1","U",1451,1 
"01015","0021.01","2","R",294,0.1157 
"01015","0021.01","2","U",2247,0.8843 
"01015","0021.02","1","R",380,0.2959 
"01015","0021.02","1","U",904,0.704 
"01015","0021.02","2","U",1261,1 
"01015","0021.02","3","U",866,1 
"01015","0021.03","1","R",416,0.2427 
"01015","0021.03","1","U",1298,0.7573 
"01015","0021.03","2","U",2921,1 
"01015","0021.03","3","R",528,0.2438 
"01015","0021.03","3","U",1638,0.7562 
"01015","0022.00","1","R",1096,0.9838 
"01015","0022.00","1","U",18,0.0162 
"01015","0022.00","2","R",656,0.5764 
"01015","0022.00","2","U",482,0.4235 
"01015","0022.00","3","U",723,1 
"01015","0022.00","4","U",677,1 
"01015","0023.00","1","R",1234,0.9732 
"01015","0023.00","1","U",34,0.0268 
"01015","0023.00","2","R",398,0.5237 
"01015","0023.00","2","U",362,0.4763 
"01015","0023.00","3","R",445,0.4024 
"01015","0023.00","3","U",661,0.5976 
"01015","0023.00","4","U",709,1 
"01015","0024.00","1","R",2482,1 
"01015","0024.00","2","R",2036,1 
"01015","0025.01","1","R",855,1 
"01015","0025.01","2","R",1614,1 
"01015","0025.01","3","R",2543,0.8591 
"01015","0025.01","3","U",417,0.1409 
"01015","0025.01","4","R",976,0.5951 
"01015","0025.01","4","U",664,0.4049 
"01015","0025.02","1","R",1050,1 
"01015","0025.02","2","R",944,1 
"01015","0025.02","3","R",2086,1 
"01015","0025.02","4","R",581,1 
"01015","0026.00","1","R",2095,1 
"01015","0026.00","2","R",1574,0.9807 
"01015","0026.00","2","U",31,0.0193 
"01015","0026.00","3","R",915,1 
"01015","9819.01","1","R",6,1 
"01015","9819.02","1","R",5,1 
"01017","9538.00","1","R",1409,1 
"01017","9538.00","2","R",1540,1 
"01017","9538.00","3","R",670,1 
"01017","9539.00","1","R",862,1 
"01017","9539.00","2","R",59,0.1097 
"01017","9539.00","2","U",479,0.8903 
"01017","9539.00","3","R",63,0.078 
"01017","9539.00","3","U",745,0.922 
"01017","9539.00","4","U",692,1 
"01017","9540.00","1","R",1094,1 
"01017","9540.00","2","R",1018,1 
"01017","9540.00","3","R",986,1 
"01017","9540.00","4","R",1326,1 
"01017","9540.00","5","R",1003,1 
"01017","9540.00","6","R",1242,1 
"01017","9542.00","1","R",1009,0.8515 
"01017","9542.00","1","U",176,0.1485 
"01017","9542.00","2","R",44,0.0713 
"01017","9542.00","2","U",573,0.9287 
"01017","9542.00","3","R",1254,0.8619 
"01017","9542.00","3","U",201,0.1381 
"01017","9543.00","1","U",949,1 
"01017","9543.00","2","U",904,1 
"01017","9543.00","3","U",605,1 
"01017","9543.00","4","R",950,0.7291 
"01017","9543.00","4","U",353,0.2709 
"01017","9543.00","5","R",839,0.886 
"01017","9543.00","5","U",108,0.114 
"01017","9544.00","1","U",995,1 
"01017","9545.00","1","U",1142,1 
"01017","9545.00","2","U",1069,1 
"01017","9545.00","3","U",830,1 
"01017","9545.00","4","U",763,1 
"01017","9546.00","1","U",899,1 
"01017","9546.00","2","U",1221,1 
"01017","9546.00","3","U",1291,1 
"01017","9547.00","1","U",1300,1 
"01017","9547.00","2","R",364,0.2329 
"01017","9547.00","2","U",1199,0.7671 
"01017","9547.00","3","R",100,0.1111 
"01017","9547.00","3","U",800,0.8889 
"01017","9547.00","4","R",984,0.9036 
"01017","9547.00","4","U",105,0.0964 
"01019","9557.01","1","R",550,0.4709 
"01019","9557.01","1","U",618,0.5291 
"01019","9557.01","2","R",1346,1 
"01019","9557.01","3","R",818,1 
"01019","9557.02","1","R",1743,1 
"01019","9557.02","2","R",2129,1 
"01019","9558.00","1","R",1254,0.7887 
"01019","9558.00","1","U",336,0.2113 
"01019","9558.00","2","R",1515,1 
"01019","9558.00","3","R",1327,0.9352 
"01019","9558.00","3","U",92,0.0648 
"01019","9558.00","4","R",1030,0.9932 
"01019","9558.00","4","U",7,0.0068 
"01019","9559.00","1","R",1412,0.7007 
"01019","9559.00","1","U",603,0.2993 
"01019","9559.00","2","R",894,1 
"01019","9559.00","3","R",1326,1 
"01019","9560.00","1","R",562,0.4226 
"01019","9560.00","1","U",768,0.5774 
"01019","9560.00","2","R",392,0.5039 
"01019","9560.00","2","U",386,0.4961 
"01019","9560.00","3","R",1012,0.5301 
"01019","9560.00","3","U",897,0.4699 
"01019","9561.00","1","R",734,1 
"01019","9561.00","2","R",1109,1 
"01019","9561.00","3","R",1963,1 
"01019","9561.00","4","R",1166,1 
"01021","0601.01","1","U",864,1 
"01021","0601.01","2","R",257,0.254 
"01021","0601.01","2","U",755,0.746 
"01021","0601.01","3","R",1376,0.8494 
"01021","0601.01","3","U",244,0.1506 
"01021","0601.01","4","R",1268,0.7359 
"01021","0601.01","4","U",455,0.2641 
"01021","0601.02","1","R",523,0.4906 
"01021","0601.02","1","U",543,0.5094 
"01021","0601.02","2","R",251,0.1705 
"01021","0601.02","2","U",1221,0.8295 
"01021","0601.02","3","U",948,1 
"01021","0601.02","4","R",193,0.2738 
"01021","0601.02","4","U",512,0.7262 
"01021","0601.02","5","R",1977,0.9361 
"01021","0601.02","5","U",135,0.0639 
"01021","0602.00","1","R",1585,1 
"01021","0602.00","2","R",1222,1 
"01021","0603.00","1","R",1996,1 
"01021","0603.00","2","R",1812,1 
"01021","0604.01","1","R",2029,1 
"01021","0604.01","2","R",1361,1 
"01021","0604.01","3","R",1968,0.948 
"01021","0604.01","3","U",108,0.052 
"01021","0604.02","1","R",1642,1 
"01021","0604.02","2","R",1674,1 
"01021","0604.02","3","R",1943,1 
"01021","0604.02","4","R",1933,1 
"01021","0604.02","5","R",1584,1 
"01021","0605.00","1","R",680,1 
"01021","0605.00","2","R",1041,1 
"01021","0605.00","3","R",1181,1 
"01021","0606.00","1","R",1888,1 
"01021","0606.00","2","R",1373,1 
"01021","0607.00","1","R",938,1 
"01021","0607.00","2","R",1367,1 
"01021","0607.00","3","R",1196,1 
"01021","0607.00","4","R",1600,1 
"01023","9567.00","1","R",910,1 
"01023","9567.00","2","R",595,1 
"01023","9567.00","3","R",509,1 
"01023","9567.00","4","R",1170,1 
"01023","9568.00","1","R",538,1 
"01023","9568.00","2","R",1335,1 
"01023","9568.00","3","R",540,1 
"01023","9568.00","4","R",630,1 
"01023","9568.00","5","R",1380,1 
"01023","9569.00","1","R",506,1 
"01023","9569.00","2","R",1440,1 
"01023","9569.00","3","R",648,1 
"01023","9569.00","4","R",1285,1 
"01023","9570.00","1","R",1331,1 
"01023","9570.00","2","R",1042,1 
"01025","9575.00","1","R",977,1 
"01025","9575.00","2","R",783,1 
"01025","9576.01","1","R",998,1 
"01025","9576.02","1","R",436,0.6193 
"01025","9576.02","1","U",268,0.3807 
"01025","9576.02","2","R",499,0.4864 
"01025","9576.02","2","U",527,0.5136 
"01025","9576.02","3","R",528,0.6021 
"01025","9576.02","3","U",349,0.3979 
"01025","9576.02","4","R",739,0.494 
"01025","9576.02","4","U",757,0.506 
"01025","9576.02","5","R",28,0.0198 
"01025","9576.02","5","U",1384,0.9802 
"01025","9577.00","1","R",668,1 
"01025","9577.00","2","R",661,1 
"01025","9578.00","1","R",560,1 
"01025","9578.00","2","R",1530,1 
"01025","9578.00","3","R",665,1 
"01025","9578.00","4","R",528,1 
"01025","9578.00","5","R",1124,1 
"01025","9578.00","6","R",1081,1 
"01025","9579.01","1","R",939,1 
"01025","9579.01","2","R",2294,0.8982 
"01025","9579.01","2","U",260,0.1018 
"01025","9579.02","1","R",768,1 
"01025","9579.02","2","R",586,0.5608 
"01025","9579.02","2","U",459,0.4392 
"01025","9579.02","3","U",995,1 
"01025","9579.02","4","R",216,0.1519 
"01025","9579.02","4","U",1206,0.8481 
"01025","9580.01","1","R",1289,1 
"01025","9580.02","1","R",1731,1 
"01027","9589.00","1","R",1679,1 
"01027","9589.00","2","R",1146,1 
"01027","9589.00","3","R",1554,1 
"01027","9589.00","4","R",945,1 
"01027","9590.00","1","R",1321,1 
"01027","9590.00","2","R",1192,1 
"01027","9590.00","3","R",711,1 
"01027","9591.00","1","R",902,1 
"01027","9591.00","2","R",1318,1 
"01027","9591.00","3","R",684,1 
"01027","9592.00","1","R",791,1 
"01027","9592.00","2","R",614,1 
"01027","9592.00","3","R",1075,1 
"01029","9595.00","1","R",1016,1 
"01029","9595.00","2","R",1668,1 
"01029","9596.00","1","R",1348,1 
"01029","9596.00","2","R",1336,1 
"01029","9596.00","3","R",1518,1 
"01029","9597.00","1","R",1438,1 
"01029","9597.00","2","R",725,1 
"01029","9597.00","3","R",1256,1 
"01029","9598.00","1","R",1704,1 
"01029","9598.00","2","R",1141,1 
"01029","9598.00","3","R",1822,1 
"01031","0101.00","1","R",743,1 
"01031","0101.00","2","R",1314,1 
"01031","0102.00","1","R",1070,1 
"01031","0102.00","2","R",771,1 
"01031","0103.00","1","R",2326,0.9356 
"01031","0103.00","1","U",160,0.0644 
"01031","0103.00","2","R",1772,1 
"01031","0104.00","1","R",1155,1 
"01031","0104.00","2","R",997,1 
"01031","0105.00","1","R",1303,1 
"01031","0105.00","2","R",945,1 
"01031","0105.00","3","R",685,1 
"01031","0105.00","4","R",960,1 
"01031","0105.00","5","R",665,1 
"01031","0106.00","1","R",750,1 
"01031","0106.00","2","R",811,1 
"01031","0107.00","1","R",2286,1 
"01031","0108.00","1","R",1450,0.7971 
"01031","0108.00","1","U",369,0.2029 
"01031","0108.00","2","R",1021,1 
"01031","0109.00","1","R",217,0.1623 
"01031","0109.00","1","U",1120,0.8377 
"01031","0109.00","2","R",398,0.5103 
"01031","0109.00","2","U",382,0.4897 
"01031","0110.00","1","R",546,0.3199 
"01031","0110.00","1","U",1161,0.6801 
"01031","0110.00","2","R",483,0.2655 
"01031","0110.00","2","U",1336,0.7345 
"01031","0111.00","1","U",2026,1 
"01031","0112.01","1","U",1674,1 
"01031","0112.01","2","R",548,0.1681 
"01031","0112.01","2","U",2712,0.8319 
"01031","0112.01","3","R",41,0.0132 
"01031","0112.01","3","U",3061,0.9868 
"01031","0112.02","1","U",1310,1 
"01031","0112.02","2","U",3175,1 
"01031","0112.02","3","U",2076,1 
"01031","0112.02","4","R",13,0.0066 
"01031","0112.02","4","U",1956,0.9934 
"01031","0113.00","1","R",204,0.1363 
"01031","0113.00","1","U",1293,0.8637 
"01031","0113.00","2","R",99,0.0623 
"01031","0113.00","2","U",1490,0.9377 
"01031","0113.00","3","U",1074,1 
"01033","0201.00","1","U",897,1 
"01033","0201.00","2","U",739,1 
"01033","0201.00","3","U",781,1 
"01033","0201.00","4","U",1050,1 
"01033","0202.00","1","U",1043,1 
"01033","0202.00","2","U",914,1 
"01033","0203.00","1","U",523,1 
"01033","0203.00","2","U",660,1 
"01033","0203.00","3","U",849,1 
"01033","0204.00","1","U",915,1 
